,Comment,Hate,clean_comment,Tokens,Length,devanagari
2376,Phir chae wo ander se hate kre,0,phir chae wo ander se hate kre,"['phir', 'chae', 'wo', 'ander', 'se', 'hate', 'kre']",7,फिर छाए वो अंदर से हेट करे
2377,Aapke samay bda mahilayaen surakshit thi....sir ji kitna jhut bologe desh se ..lgta hai nirbhaya rape case bhul gye aap https://twitter.com/JM_Scindia/status/955357620235218944 …,1,aapke samay bda mahilayaen surakshit thisir ji kitna jhut bologe desh se lgta hai nirbhaya rape case bhul gye aap …,"['aapke', 'samay', 'bda', 'mahilayaen', 'surakshit', 'thisir', 'ji', 'kitna', 'jhut', 'bologe', 'desh', 'se', 'lgta', 'hai', 'nirbhaya', 'rape', 'case', 'bhul', 'gye', 'aap', '…']",21,आप्के समय् ब्द महिलयएन् सुरक्शित् थिसिर् जि कित्न झुत् बोलोगे देश् से ल्ग्त है निर्भय रपे चसे भुल् ग्ये आप् …
2378,Nawaz sharif ko btao k punjab police theek krle... taaake chotu gang se muqabla krske... take 300 pornographic videos na bne taaake 11 rape aaik shehar mae aik saal. Mae na hooo... take 2200 rape pore punjab mae aik saaal mae na hoo,0,nawaz sharif ko btao k punjab police theek krle taaake chotu gang se muqabla krske take pornographic videos na bne taaake rape aaik shehar mae aik saal mae na hooo take rape pore punjab mae aik saaal mae na hoo,"['nawaz', 'sharif', 'ko', 'btao', 'k', 'punjab', 'police', 'theek', 'krle', 'taaake', 'chotu', 'gang', 'se', 'muqabla', 'krske', 'take', 'pornographic', 'videos', 'na', 'bne', 'taaake', 'rape', 'aaik', 'shehar', 'mae', 'aik', 'saal', 'mae', 'na', 'hooo', 'take', 'rape', 'pore', 'punjab', 'mae', 'aik', 'saaal', 'mae', 'na', 'hoo']",40,नवाज़ शरीफ को बताओ क पंजाब पुलिस ठीक करले ताके छोटू गैंग से मुक़ाबला करसके टेक पोर्नोग्राफिक वीडियोस न बने ताके रपे ाइक शहर मए एक साल मए न होऊ टेक रपे पोरे पंजाब मए एक साल मए न हूँ
2379,"Ek CM Gaaye Ki Seva Mai laga hua hai, aur baaki 3 CM #Padmavaat ko ban kraane Mai lage hue. Sabse jaada beshram, Haryana CM, Jo har Baar mauka deta hai sabko, kuch na kuch bolne pr, chaiye voh Ram Rahim ho, Brutal Rape ho ya Padmavati ho. I hate these 4 CMs of @BJP4India #Useless",1,ek cm gaaye ki seva mai laga hua hai aur baaki cm padmavaat ko ban kraane mai lage hue sabse jaada beshram haryana cm jo har baar mauka deta hai sabko kuch na kuch bolne pr chaiye voh ram rahim ho brutal rape ho ya padmavati ho hate cms USER,"['ek', 'cm', 'gaaye', 'ki', 'seva', 'mai', 'laga', 'hua', 'hai', 'aur', 'baaki', 'cm', 'padmavaat', 'ko', 'ban', 'kraane', 'mai', 'lage', 'hue', 'sabse', 'jaada', 'beshram', 'haryana', 'cm', 'jo', 'har', 'baar', 'mauka', 'deta', 'hai', 'sabko', 'kuch', 'na', 'kuch', 'bolne', 'pr', 'chaiye', 'voh', 'ram', 'rahim', 'ho', 'brutal', 'rape', 'ho', 'ya', 'padmavati', 'ho', 'hate', 'cms', 'USER']",50,एक कम गाये की सेवा मई लगा हुआ है और बाकी कम पद्मावत को बन कराने मई लगे हुए सबसे ज्यादा बेशरम हरयाणा कम जो हर बार मौका देता है सबको कुछ न कुछ बोलने पर चाइये वोह राम रहीम हो ब्रूटल रपे हो या पद्मावती हो हेट कंस यूजर
2380,Agr cong HQ mein rape hua toh pappu k chamche jisse rape hua us bechari ko bhul jayenge aur is point pr sibal ko bhejenge ki proof ko null n void karwane ki koshish karo coz chupkr banaya gya tha...,0,agr cong hq mein rape hua toh pappu k chamche jisse rape hua us bechari ko bhul jayenge aur point pr sibal ko bhejenge ki proof ko null n void karwane ki koshish karo coz chupkr banaya gya tha,"['agr', 'cong', 'hq', 'mein', 'rape', 'hua', 'toh', 'pappu', 'k', 'chamche', 'jisse', 'rape', 'hua', 'us', 'bechari', 'ko', 'bhul', 'jayenge', 'aur', 'point', 'pr', 'sibal', 'ko', 'bhejenge', 'ki', 'proof', 'ko', 'null', 'n', 'void', 'karwane', 'ki', 'koshish', 'karo', 'coz', 'chupkr', 'banaya', 'gya', 'tha']",39,अगर सॉन्ग हक़ में रपे हुआ तोह पप्पू क चमचे जिससे रपे हुआ उस बेचारी को भूल जायेंगे और पॉइंट पर सिबल को भेजेंगे की प्रूफ को नुल्ल् न वोयड करवाने की कोशिश करो सोज़ छुपकर बनाया गया था
2381,bhai gussa hone ki baat nhi h isme...m bhi fan tha 2015 me mere sath ka sara group ab hate karta h kejriwal se kyo ki wo pahle imandar tha lekin ab halat dekho...prashant+yogi+visvas(10 saalo ke sathi) se acha gupta lag rhe h unko,1,bhai gussa hone ki baat nhi h ismem bhi fan tha mere sath ka sara group ab hate karta h kejriwal se kyo ki wo pahle imandar tha lekin ab halat dekhoprashantyogivisvas saalo ke sathi se acha gupta lag rhe h unko,"['bhai', 'gussa', 'hone', 'ki', 'baat', 'nhi', 'h', 'ismem', 'bhi', 'fan', 'tha', 'mere', 'sath', 'ka', 'sara', 'group', 'ab', 'hate', 'karta', 'h', 'kejriwal', 'se', 'kyo', 'ki', 'wo', 'pahle', 'imandar', 'tha', 'lekin', 'ab', 'halat', 'dekhoprashantyogivisvas', 'saalo', 'ke', 'sathi', 'se', 'acha', 'gupta', 'lag', 'rhe', 'h', 'unko']",42,भाई गुस्सा होने की बात नहीं ह इसमें भी फैन था मेरे साथ का सारा ग्रुप अब हेट करता ह केजरीवाल से क्यों की वो पहले ईमानदार था लेकिन अब हालत देखाप्रशान्तयोगिविश्वास सालो के साथी से ाचा गुप्ता लग रहे ह उनको
2382,Bibi Pakistan kya sirf Bomb banane ke liye or Bakriyo ko rape karne ke liye banaya tha?? 2 Nation theory bhool gayi aap?,0,bibi pakistan kya sirf bomb banane ke liye bakriyo ko rape karne ke liye banaya tha nation theory bhool gayi aap,"['bibi', 'pakistan', 'kya', 'sirf', 'bomb', 'banane', 'ke', 'liye', 'bakriyo', 'ko', 'rape', 'karne', 'ke', 'liye', 'banaya', 'tha', 'nation', 'theory', 'bhool', 'gayi', 'aap']",21,बीबी पाकिस्तान क्या सिर्फ बम बनाने के लिए बकरियों को रपे करने के लिए बनाया था नेशन थ्योरी भूल गयी आप
2383,Baajirao mastani was a diff film and that movie was based on their love story..Aur ek film ko aap log itnaa seriously le rahein hain..Jo itne rape cases aur auraton ke saath jo dush karam hotey hain uske liye toh aap log koi morcha nahin nikalate??,0,baajirao mastani diff film movie based love storyaur ek film ko aap log itnaa seriously le rahein hainjo itne rape cases aur auraton ke saath jo dush karam hotey hain uske liye toh aap log koi morcha nahin nikalate,"['baajirao', 'mastani', 'diff', 'film', 'movie', 'based', 'love', 'storyaur', 'ek', 'film', 'ko', 'aap', 'log', 'itnaa', 'seriously', 'le', 'rahein', 'hainjo', 'itne', 'rape', 'cases', 'aur', 'auraton', 'ke', 'saath', 'jo', 'dush', 'karam', 'hotey', 'hain', 'uske', 'liye', 'toh', 'aap', 'log', 'koi', 'morcha', 'nahin', 'nikalate']",39,बाजिराओ मस्तानी दीफ्फ फिल्म मूवी बेस्ड लव स्टोरीऔर एक फिल्म को आप लोग इतना सीरियसली ले रहे हैंजो इतने रपे केसेस और औरतों के साथ जो दोष करम होते हैं उसके लिए तोह आप लोग कोई मोर्चा नहीं निकलते
2384,"Tumhara rape kab hua tha Kiran jii, aur kitne saalo ho raha hai, apko report karwana chahiye, be brave. Aage Bado inspiration bano.",0,tumhara rape kab hua tha kiran jii aur kitne saalo ho raha hai apko report karwana chahiye brave aage bado inspiration bano,"['tumhara', 'rape', 'kab', 'hua', 'tha', 'kiran', 'jii', 'aur', 'kitne', 'saalo', 'ho', 'raha', 'hai', 'apko', 'report', 'karwana', 'chahiye', 'brave', 'aage', 'bado', 'inspiration', 'bano']",22,तुम्हारा रपे कब हुआ था किरण जी और कितने सालो हो रहा है आपको रिपोर्ट करवाना चाहिए ब्रेव आगे बड़ो इंस्पिरेशन बनो
2385,Ki jkn ka mazak bana hai alia sahi this vd ne Galt jawab diya Sab mazak iska banate hai alia ko ab BA's pause wale logo se MATLAB sid not a starkid that's why alia ko ab starkid Buddha mil gaya hate alia hate,1,ki jkn ka mazak bana hai alia sahi vd ne galt jawab diya sab mazak iska banate hai alia ko ab bas pause wale logo se matlab sid starkid thats alia ko ab starkid buddha mil gaya hate alia hate,"['ki', 'jkn', 'ka', 'mazak', 'bana', 'hai', 'alia', 'sahi', 'vd', 'ne', 'galt', 'jawab', 'diya', 'sab', 'mazak', 'iska', 'banate', 'hai', 'alia', 'ko', 'ab', 'bas', 'pause', 'wale', 'logo', 'se', 'matlab', 'sid', 'starkid', 'thats', 'alia', 'ko', 'ab', 'starkid', 'buddha', 'mil', 'gaya', 'hate', 'alia', 'hate']",40,की जकन का मज़ाक बना है अलिअ सही वद ने गलत जवाब दिया सब मज़ाक इसका बनाते है अलिअ को अब बस पॉज वाले लोगो से मतलब सीड स्टारकिड थॉट्स अलिअ को अब स्टारकिड बुद्धा मिल गया हेट अलिअ हेट
2386,"Ye gyan ki baat batane ke liye Dhanyabad kiran ji ye baat kisi ko maloom nehi tha, ab apki sarkar hai ti rape hota hi rahega ya rokenge...Apki in gyan se rapist ko kafi himmat milega...Sabash",1,ye gyan ki baat batane ke liye dhanyabad kiran ji ye baat kisi ko maloom nehi tha ab apki sarkar hai ti rape hota hi rahega ya rokengeapki gyan se rapist ko kafi himmat milegasabash,"['ye', 'gyan', 'ki', 'baat', 'batane', 'ke', 'liye', 'dhanyabad', 'kiran', 'ji', 'ye', 'baat', 'kisi', 'ko', 'maloom', 'nehi', 'tha', 'ab', 'apki', 'sarkar', 'hai', 'ti', 'rape', 'hota', 'hi', 'rahega', 'ya', 'rokengeapki', 'gyan', 'se', 'rapist', 'ko', 'kafi', 'himmat', 'milegasabash']",35,ये ज्ञान की बात बताने के लिए धन्यवाद किरण जी ये बात किसी को मालूम नहीं था अब आपकी सर्कार है टी रपे होता ही रहेगा या रोकेंगेआपकी ज्ञान से रेपिस्ट को काफी हिम्मत मिलेगासबस
2387,To tere hisab se rape hone ka karan choti dress hoti hai,1,tere hisab se rape hone ka karan choti dress hoti hai,"['tere', 'hisab', 'se', 'rape', 'hone', 'ka', 'karan', 'choti', 'dress', 'hoti', 'hai']",11,तेरे हिसाब से रपे होने का कारन छोटी ड्रेस होती है
2388,Delhi me Nirbhaya  ka janter  manter me halla karvaya or Anupam khair kiran ji apne bahut  butter modu ji ko lagakar mp ban gaye or abhi rape jaise savensan point se kyu bhgati ho,1,delhi nirbhaya ka janter manter halla karvaya anupam khair kiran ji apne bahut butter modu ji ko lagakar mp ban gaye abhi rape jaise savensan point se kyu bhgati ho,"['delhi', 'nirbhaya', 'ka', 'janter', 'manter', 'halla', 'karvaya', 'anupam', 'khair', 'kiran', 'ji', 'apne', 'bahut', 'butter', 'modu', 'ji', 'ko', 'lagakar', 'mp', 'ban', 'gaye', 'abhi', 'rape', 'jaise', 'savensan', 'point', 'se', 'kyu', 'bhgati', 'ho']",30,दिल्ली निर्भया का जंतर मंतर हल्ला करवाया अनुपम खैर किरण जी अपने बहुत बटर मोदु जी को लगाकर ंप बन गए अभी रपे जैसे सवेंसन पॉइंट से क्यों भगति हो
2389,Haryana mein rape cases ho rahe hai uske against tune aaj tk kuch nahi kiya hoga aur yahan tu apni marwa raha hai!,0,haryana mein rape cases ho rahe hai uske tune aaj tk kuch nahi kiya hoga aur yahan tu apni marwa raha hai,"['haryana', 'mein', 'rape', 'cases', 'ho', 'rahe', 'hai', 'uske', 'tune', 'aaj', 'tk', 'kuch', 'nahi', 'kiya', 'hoga', 'aur', 'yahan', 'tu', 'apni', 'marwa', 'raha', 'hai']",22,हरयाणा में रपे केसेस हो रहे है उसके तूने आज तक कुछ नहीं किया होगा और यहाँ तू अपनी मरवा रहा है
2390,Bhai isko malum hai ki iski maa bhahen ki ashram mein ijjat kheli ja rahi hai per Kya Kare inke waha rape ki prashad bolte hai,0,bhai isko malum hai ki iski maa bhahen ki ashram mein ijjat kheli ja rahi hai per kya kare inke waha rape ki prashad bolte hai,"['bhai', 'isko', 'malum', 'hai', 'ki', 'iski', 'maa', 'bhahen', 'ki', 'ashram', 'mein', 'ijjat', 'kheli', 'ja', 'rahi', 'hai', 'per', 'kya', 'kare', 'inke', 'waha', 'rape', 'ki', 'prashad', 'bolte', 'hai']",26,भाई इसको मालूम है की इसकी माँ भाहें की आश्रम में इज्जत खेली जा रही है पैर क्या करे इनके वह रपे की प्रशाद बोलते है
2391,Pata Ni kya hoga  is Desh ka...ek movie ke banne se itna Bawal so Gaya....BC Rajasthan mein Sabse jyada rape hote h ....tab kaha chale jate h ye karni Sena wale....child marriage bhi waha se hota h Sabse jyada...tab kaha ghus jate h....,1,pata ni kya hoga desh kaek movie ke banne se itna bawal gayabc rajasthan mein sabse jyada rape hote h tab kaha chale jate h ye karni sena walechild marriage bhi waha se hota h sabse jyadatab kaha ghus jate h,"['pata', 'ni', 'kya', 'hoga', 'desh', 'kaek', 'movie', 'ke', 'banne', 'se', 'itna', 'bawal', 'gayabc', 'rajasthan', 'mein', 'sabse', 'jyada', 'rape', 'hote', 'h', 'tab', 'kaha', 'chale', 'jate', 'h', 'ye', 'karni', 'sena', 'walechild', 'marriage', 'bhi', 'waha', 'se', 'hota', 'h', 'sabse', 'jyadatab', 'kaha', 'ghus', 'jate', 'h']",41,पता नई क्या होगा देश कएक मूवी के बनने से इतना बवाल गयाबस राजस्थान में सबसे ज्यादा रपे होते ह तब कहा चले जाते ह ये करनी सेना वलेचिल्ड मैरिज भी वह से होता ह सबसे ज्यादतब कहा घुस जाते ह
2392,Gali dene ki ischa hoti hai ...jab nirbhya rape hua tha tab kaha soye hue the... Castinism desh ko khaa jayega,1,gali dene ki ischa hoti hai jab nirbhya rape hua tha tab kaha soye hue castinism desh ko khaa jayega,"['gali', 'dene', 'ki', 'ischa', 'hoti', 'hai', 'jab', 'nirbhya', 'rape', 'hua', 'tha', 'tab', 'kaha', 'soye', 'hue', 'castinism', 'desh', 'ko', 'khaa', 'jayega']",20,गली देने की इसका होती है जब निर्भया रपे हुआ था तब कहा सोये हुए कस्तीनिस्म देश को खा जायेगा
2393,Bahut hua yarr women k samman ki bat karne Vale itihas ki bad me bate Karo present me kitne rape hote hai tab kaha so jate hoo... Non sense,0,bahut hua yarr women k samman ki bat karne vale itihas ki bad bate karo present kitne rape hote hai tab kaha jate hoo non sense,"['bahut', 'hua', 'yarr', 'women', 'k', 'samman', 'ki', 'bat', 'karne', 'vale', 'itihas', 'ki', 'bad', 'bate', 'karo', 'present', 'kitne', 'rape', 'hote', 'hai', 'tab', 'kaha', 'jate', 'hoo', 'non', 'sense']",26,बहुत हुआ एरर वीमेन क सम्मान की बात करने वाले इतिहास की बाद बाटे करो प्रेजेंट कितने रपे होते है तब कहा जाते हूँ नॉन सेंस
2394,He's good yaar. Pata nhi bechare ko kyun hate aati hai.,0,hes good yaar pata nhi bechare ko kyun hate aati hai,"['hes', 'good', 'yaar', 'pata', 'nhi', 'bechare', 'ko', 'kyun', 'hate', 'aati', 'hai']",11,हेस गुड यार पता नहीं बेचारे को क्यों हेट आती है
2395,"@ZeeNews @aajtak @abpnewstv @News18India incredible India, log bachchiyo SE ho rhe rape pr skht kanoon ki maang k liye itne ugr nhi hote jitna pdmawat k liye, shayed rape Choti Baat h inke liye",1,USER,['USER'],1,यूजर
2396,"Jo veerangana nahin raheee uskein liyeh johar karna chhatein ho aur ji veer aurtein rape ho rahee hain, co zinda gain unkey liyeh kuch karro https://twitter.com/hindinews18/status/955301253252136960 …",0,jo veerangana nahin raheee uskein liyeh johar karna chhatein ho aur ji veer aurtein rape ho rahee hain co zinda gain unkey liyeh kuch karro …,"['jo', 'veerangana', 'nahin', 'raheee', 'uskein', 'liyeh', 'johar', 'karna', 'chhatein', 'ho', 'aur', 'ji', 'veer', 'aurtein', 'rape', 'ho', 'rahee', 'hain', 'co', 'zinda', 'gain', 'unkey', 'liyeh', 'kuch', 'karro', '…']",26,जो वीरन्गन नहिन् रहीए उस्केइन् लियेह् जोहर् कर्न छतेइन् हो और् जि वीर् और्तेइन् रपे हो रही हैन् चो ज़िन्द गैन् उन्केय् लियेह् कुच् कर्रो …
2397,arre waah !! Osama bin laden k aulaad aaj terrorism pe gyaan pel rhe hai..,0,arre waah osama bin laden k aulaad aaj terrorism pe gyaan pel rhe hai,"['arre', 'waah', 'osama', 'bin', 'laden', 'k', 'aulaad', 'aaj', 'terrorism', 'pe', 'gyaan', 'pel', 'rhe', 'hai']",14,अरे वाह ओसामा बिन लादेन क औलाद आज टेररिज्म पे ज्ञान पेल रहे है
2398,Dekho @Devoleena_23 ek bat agar tune batai to kasam se tuze troll karana band karungi tu shilpa se etana jalati kyu ho akhir kya bigada hai shilpa ne tumhara jo use hate karati ho... Tumne aur shilpa ne kabhi kam bhi nhi kiya sath to problem kya hai....,1,dekho USER,"['dekho', 'USER']",2,देखो यूजर
2399,bubarak ho - izzat dhak li - abhi unki izzat bhi bacha lo jinka har do din me rape ho raha hai - #Hypocrites #Padmavati #Padmavaat,0,bubarak ho izzat dhak li abhi unki izzat bhi bacha lo jinka har din rape ho raha hai hypocrites padmavati padmavaat,"['bubarak', 'ho', 'izzat', 'dhak', 'li', 'abhi', 'unki', 'izzat', 'bhi', 'bacha', 'lo', 'jinka', 'har', 'din', 'rape', 'ho', 'raha', 'hai', 'hypocrites', 'padmavati', 'padmavaat']",21,बूबरक हो इज़्ज़त धक् ली अभी उनकी इज़्ज़त भी बचा लो जिनका हर दिन रपे हो रहा है ह्य्पोक्रीट्स पद्मावती पद्मावत
2400,"par fir bhi har din rape hota hai! har din bharat ke kisi na kisi kone me koi khilji hai jo kisi padmini pe aankh lagae hue hai, uss ke lie koi protest kyu nahi karta? tab koi khilji ko saja sunane ki maang kyu nahi karta?! #padmaavat",0,par fir bhi har din rape hota hai har din bharat ke kisi na kisi kone koi khilji hai jo kisi padmini pe aankh lagae hue hai uss ke lie koi protest kyu nahi karta tab koi khilji ko saja sunane ki maang kyu nahi karta padmaavat,"['par', 'fir', 'bhi', 'har', 'din', 'rape', 'hota', 'hai', 'har', 'din', 'bharat', 'ke', 'kisi', 'na', 'kisi', 'kone', 'koi', 'khilji', 'hai', 'jo', 'kisi', 'padmini', 'pe', 'aankh', 'lagae', 'hue', 'hai', 'uss', 'ke', 'lie', 'koi', 'protest', 'kyu', 'nahi', 'karta', 'tab', 'koi', 'khilji', 'ko', 'saja', 'sunane', 'ki', 'maang', 'kyu', 'nahi', 'karta', 'padmaavat']",47,पर फिर भी हर दिन रपे होता है हर दिन भारत के किसी न किसी कोने कोई खिलजी है जो किसी पद्मिनी पे आँख लगाए हुए है उस के लिए कोई प्रोटेस्ट क्यों नहीं करता तब कोई खिलजी को सजा सुनाने की मांग क्यों नहीं करता पद्मावत
2401,Naa do huh chaheay bhi nae waise bhi I hate docs,1,naa huh chaheay bhi nae waise bhi hate docs,"['naa', 'huh', 'chaheay', 'bhi', 'nae', 'waise', 'bhi', 'hate', 'docs']",9,ना हँ चाहिए भी नए वैसे भी हेट डॉक्स
2402,"Jo muje follow karne k baad chupke se unfollow kar deta h me usko hamesh k liye block kar deta hu.muje gadaar ,selfish and makkar se bahut hate h bhai",1,jo muje follow karne k baad chupke se unfollow kar deta h usko hamesh k liye block kar deta humuje gadaar selfish makkar se bahut hate h bhai,"['jo', 'muje', 'follow', 'karne', 'k', 'baad', 'chupke', 'se', 'unfollow', 'kar', 'deta', 'h', 'usko', 'hamesh', 'k', 'liye', 'block', 'kar', 'deta', 'humuje', 'gadaar', 'selfish', 'makkar', 'se', 'bahut', 'hate', 'h', 'bhai']",28,जो मुझे फॉलो करने क बाद चुपके से उनफ़ोल्लोव कर देता ह उसको हमेश क लिए ब्लॉक कर देता हुमुजे गदार सेल्फिश मक्कार से बहुत हेट ह भाई
2403,vartman ko bachana utna hi zaroori hai jitna ki itihas ko...to fir kyu koi sawal nahi karta jab har saal sekdo auraton ko jauhar karna padta hai(khud ko rape se bachane ke lie aaj bhi sekdo auraten suicide karti hai)? #padmaavat,0,vartman ko bachana utna hi zaroori hai jitna ki itihas koto fir kyu koi sawal nahi karta jab har saal sekdo auraton ko jauhar karna padta haikhud ko rape se bachane ke lie aaj bhi sekdo auraten suicide karti hai padmaavat,"['vartman', 'ko', 'bachana', 'utna', 'hi', 'zaroori', 'hai', 'jitna', 'ki', 'itihas', 'koto', 'fir', 'kyu', 'koi', 'sawal', 'nahi', 'karta', 'jab', 'har', 'saal', 'sekdo', 'auraton', 'ko', 'jauhar', 'karna', 'padta', 'haikhud', 'ko', 'rape', 'se', 'bachane', 'ke', 'lie', 'aaj', 'bhi', 'sekdo', 'auraten', 'suicide', 'karti', 'hai', 'padmaavat']",41,वर्तमान को बचाना उतना ही ज़रूरी है जितना की इतिहास कोटो फिर क्यों कोई सवाल नहीं करता जब हर साल सेकड़ो औरतों को जौहर करना पड़ता हैखुद को रपे से बचने के लिए आज भी सेकड़ो औरतें सुसाइड करती है पद्मावत
2404,we hate karni sena...sc ko chabuk chalana chahiy...,1,hate karni senasc ko chabuk chalana chahiy,"['hate', 'karni', 'senasc', 'ko', 'chabuk', 'chalana', 'chahiy']",7,हेट करनी सेनासक को चाबुक चलना चाहिए
2405,Agar sarkare unhe giraftar nhi karti ti barkhast kr deni chahir sarkare...ye sb kuchh netao+mantriyo ke support se...sarkare mil kar kr rhi h..we hate karni sena..,1,agar sarkare unhe giraftar nhi karti ti barkhast kr deni chahir sarkareye sb kuchh netaomantriyo ke support sesarkare mil kar kr rhi hwe hate karni sena,"['agar', 'sarkare', 'unhe', 'giraftar', 'nhi', 'karti', 'ti', 'barkhast', 'kr', 'deni', 'chahir', 'sarkareye', 'sb', 'kuchh', 'netaomantriyo', 'ke', 'support', 'sesarkare', 'mil', 'kar', 'kr', 'rhi', 'hwe', 'hate', 'karni', 'sena']",26,अगर सरकार उन्हें गिरफ्तार नहीं करती टी बर्खास्त क्र देनी चाहिर सरकारए सब कुछ नेताओमंत्रियो के सपोर्ट सेसरकार मिल कर क्र रही हुए हेट करनी सेना
2406,kisika fan hona matlb dusre ko hate karna kab se ho gaya,0,kisika fan hona matlb dusre ko hate karna kab se ho gaya,"['kisika', 'fan', 'hona', 'matlb', 'dusre', 'ko', 'hate', 'karna', 'kab', 'se', 'ho', 'gaya']",12,किसीका फैन होना मतलब दूसरे को हेट करना कब से हो गया
2407,R e bhaijan puri dyniya janta hei ki Pakistan ka har ek moholla terrorist hub hei. Is baat ko leke kaheka jhagra? Pakistan to hua hi tha terrorism ke liye. Aj yahan Saraswati puja hei. Hume puja karne do.,0,r e bhaijan puri dyniya janta hei ki pakistan ka har ek moholla terrorist hub hei baat ko leke kaheka jhagra pakistan hua hi tha terrorism ke liye aj yahan saraswati puja hei hume puja karne,"['r', 'e', 'bhaijan', 'puri', 'dyniya', 'janta', 'hei', 'ki', 'pakistan', 'ka', 'har', 'ek', 'moholla', 'terrorist', 'hub', 'hei', 'baat', 'ko', 'leke', 'kaheka', 'jhagra', 'pakistan', 'hua', 'hi', 'tha', 'terrorism', 'ke', 'liye', 'aj', 'yahan', 'saraswati', 'puja', 'hei', 'hume', 'puja', 'karne']",36,र इ भाईजान पूरी दयनीय जनता है की पाकिस्तान का हर एक मोहल्ला टेररिस्ट हब है बात को लेके काहेका झगड़ा पाकिस्तान हुआ ही था टेररिज्म के लिए आज यहाँ सरस्वती पूजा है हमे पूजा करने
2408,Ye jis jagaa k hain 'P' waqaii koi muqaabla nahi karsakta...ye jo naa karain wo kam hai..kabhi insaan ka gosht khaatay hain to kabhi rape blah blah blah ...bohot naam roshan kya hai inho ne mulk ka...,1,ye jis jagaa k hain p waqaii koi muqaabla nahi karsaktaye jo naa karain wo kam haikabhi insaan ka gosht khaatay hain kabhi rape blah blah blah bohot naam roshan kya hai inho ne mulk ka,"['ye', 'jis', 'jagaa', 'k', 'hain', 'p', 'waqaii', 'koi', 'muqaabla', 'nahi', 'karsaktaye', 'jo', 'naa', 'karain', 'wo', 'kam', 'haikabhi', 'insaan', 'ka', 'gosht', 'khaatay', 'hain', 'kabhi', 'rape', 'blah', 'blah', 'blah', 'bohot', 'naam', 'roshan', 'kya', 'hai', 'inho', 'ne', 'mulk', 'ka']",36,ये जिस जगा क हैं प वाक़ई कोई मुक़ाबला नहीं करसकताये जो ना करैं वो काम हैकभी इंसान का गोश्त खाते हैं कभी रपे ब्लाह ब्लाह ब्लाह बोहोत नाम रोशन क्या है ीन्हो ने मुल्क का
2409,Bi**hes.aab aake bohot achcha honey ka natak kar rahey hein...hate them,1,bihesaab aake bohot achcha honey ka natak kar rahey heinhate,"['bihesaab', 'aake', 'bohot', 'achcha', 'honey', 'ka', 'natak', 'kar', 'rahey', 'heinhate']",10,बिहेसाब आके बोहोत अच्छा हनी का नाटक कर रहे हेंहाते
2410,15saal lalu ka jungleraaj bolne wale...khud 15saal se Nautanki raaj Bihar me kayam kar diya...Mahajungleraaj Bihar me chal rah ahi..murder rape under sum light are common now!!its called vikas hota rahega !!,1,saal lalu ka jungleraaj bolne walekhud saal se nautanki raaj bihar kayam kar diyamahajungleraaj bihar chal rah ahimurder rape sum light common nowits called vikas hota rahega,"['saal', 'lalu', 'ka', 'jungleraaj', 'bolne', 'walekhud', 'saal', 'se', 'nautanki', 'raaj', 'bihar', 'kayam', 'kar', 'diyamahajungleraaj', 'bihar', 'chal', 'rah', 'ahimurder', 'rape', 'sum', 'light', 'common', 'nowits', 'called', 'vikas', 'hota', 'rahega']",27,साल लालू का जंगलराज बोलने वालेखुद साल से नौटंकी राज बिहार कायम कर दीयमहाजंगलराज बिहार चल रह अहिमुरदेर रपे शूम लाइट कॉमन नोविट्स कॉल्ड विकास होता रहेगा
2411,Toh 10k dekar rehabilitation ke liya bhej do jaisa ki rape case hota hai India me..,1,toh k dekar rehabilitation ke liya bhej jaisa ki rape case hota hai india,"['toh', 'k', 'dekar', 'rehabilitation', 'ke', 'liya', 'bhej', 'jaisa', 'ki', 'rape', 'case', 'hota', 'hai', 'india']",14,तोह क देकर रिहैबिलिटेशन के लिया भेज जैसा की रपे केस होता है इंडिया
2412,"Halala ki paidaish kuran hi chunega indian constitutuin k badle , saale ye kyu bhool jate ho ki pahle the to tum bhi hindu hi.  babar aur aurangzeb ne hi tumhe hindu se muslman bana dia hai. Ab kaise banaya , kiska rape kia , kiska halala hua ye tum khud pata kr lo..",1,halala ki paidaish kuran hi chunega indian constitutuin k badle saale ye kyu bhool jate ho ki pahle tum bhi hindu hi babar aur aurangzeb ne hi tumhe hindu se muslman bana dia hai ab kaise banaya kiska rape kia kiska halala hua ye tum khud pata kr lo,"['halala', 'ki', 'paidaish', 'kuran', 'hi', 'chunega', 'indian', 'constitutuin', 'k', 'badle', 'saale', 'ye', 'kyu', 'bhool', 'jate', 'ho', 'ki', 'pahle', 'tum', 'bhi', 'hindu', 'hi', 'babar', 'aur', 'aurangzeb', 'ne', 'hi', 'tumhe', 'hindu', 'se', 'muslman', 'bana', 'dia', 'hai', 'ab', 'kaise', 'banaya', 'kiska', 'rape', 'kia', 'kiska', 'halala', 'hua', 'ye', 'tum', 'khud', 'pata', 'kr', 'lo']",49,हलाला की पैदाइश कुरान ही चुनेगा इंडियन कोंस्टीटूटूं क बदले साले ये क्यों भूल जाते हो की पहले तुम भी हिन्दू ही बाबर और औरंगज़ेब ने ही तुम्हे हिन्दू से मुसलमान बना दिए है अब कैसे बनाया किसका रपे किआ किसका हलाला हुआ ये तुम खुद पता क्र लो
